MONTH,DAY,PERIOD,1,2,3,4,5
1,3,3,0.0,0.0,0.0,0.0,0.0
1,3,4,0.0,0.0,0.0,0.0,0.0
1,3,5,0.0,0.0,0.0,0.0,0.0
1,3,6,0.0,0.0,0.0,0.0,0.0
1,3,7,0.0,0.0,0.0,0.0,0.0
1,3,8,0.0,0.0,0.0,0.0,0.0
1,3,9,0.0,0.0,0.0,0.0,0.0
1,3,10,0.0,0.0,0.0,0.0,0.0
1,3,11,0.004508673,0.004914454,0.004523101,0.00432333,0.004932781
1,3,12,0.004508673,0.0044185,0.004776037,0.004202318,0.004879256
1,3,13,0.387210884,0.363978231,0.413154013,0.364827513,0.363178027
1,3,14,0.387210884,0.414315646,0.368702204,0.397877769,0.407707691
1,3,15,0.725289116,0.747047789,0.728806768,0.660343102,0.758293996
1,3,16,0.725289116,0.732542007,0.677891472,0.676312155,0.67488834
1,3,17,0.813307823,0.870239371,0.757596237,0.854400201,0.799169331
1,3,18,0.813307823,0.78077551,0.781100833,0.839231739,0.803603976
1,3,19,0.840178571,0.890589285,0.796153214,0.774922462,0.825460883
1,3,20,0.840178571,0.798169642,0.835557589,0.766910799,0.858816399
1,3,21,0.853852041,0.802620919,0.81167175,0.789806307,0.887791652
1,3,22,0.853852041,0.888006123,0.809964046,0.876125625,0.814137611
1,3,23,0.864294218,0.786507738,0.75111489,0.768613391,0.832264187
1,3,24,0.864294218,0.907508929,0.930196652,0.936693264,0.882383068
1,3,25,0.862261905,0.879507143,0.783796072,0.909203443,0.789996769
1,3,26,0.862261905,0.931242857,0.851914762,0.802443922,0.853346203
1,3,27,0.84292517,0.84292517,0.783920408,0.765628932,0.889734912
1,3,28,0.84292517,0.918788435,0.854431099,0.889489199,0.867644391
1,3,29,0.83712585,0.920838435,0.808663571,0.838431766,0.842752257
1,3,30,0.83712585,0.887353401,0.922596399,0.838240623,0.932322103
1,3,31,0.795433673,0.787479336,0.728139984,0.708722918,0.67944958
1,3,32,0.795433673,0.80338801,0.799410841,0.80740495,0.753324806
1,3,33,0.739081633,0.768644898,0.761401898,0.710993575,0.677977756
1,3,34,0.739081633,0.694736735,0.752754643,0.677837633,0.759068821
1,3,35,0.371394558,0.378822449,0.345099823,0.379709835,0.3650691
1,3,36,0.371394558,0.371394558,0.397392177,0.391462244,0.356107122
1,3,37,0.068397109,0.07523682,0.074689643,0.074230014,0.074601165
1,3,38,0.068397109,0.064977254,0.067354053,0.062894904,0.059315247
1,3,39,0.0,0.0,0.0,0.0,0.0
1,3,40,0.0,0.0,0.0,0.0,0.0
1,3,41,0.0,0.0,0.0,0.0,0.0
1,3,42,0.0,0.0,0.0,0.0,0.0
1,3,43,0.0,0.0,0.0,0.0,0.0
1,3,44,0.0,0.0,0.0,0.0,0.0
1,3,45,0.0,0.0,0.0,0.0,0.0
1,3,46,0.0,0.0,0.0,0.0,0.0
1,3,47,0.0,0.0,0.0,0.0,0.0
1,3,48,0.0,0.0,0.0,0.0,0.0
1,4,1,0.0,0.0,0.0,0.0,0.0
1,4,2,0.0,0.0,0.0,0.0,0.0
1,4,3,0.0,0.0,0.0,0.0,0.0
1,4,4,0.0,0.0,0.0,0.0,0.0
1,4,5,0.0,0.0,0.0,0.0,0.0
1,4,6,0.0,0.0,0.0,0.0,0.0
1,4,7,0.0,0.0,0.0,0.0,0.0
1,4,8,0.0,0.0,0.0,0.0,0.0
1,4,9,0.0,0.0,0.0,0.0,0.0
1,4,10,0.0,0.0,0.0,0.0,0.0
1,4,11,0.004388861,0.00473997,0.004929569,0.004451827,0.005090312
1,4,12,0.004388861,0.004476638,0.004033802,0.004084779,0.004500781
1,4,13,0.378341837,0.408609184,0.424953551,0.371650735,0.407765492
1,4,14,0.378341837,0.378341837,0.370775,0.379577754,0.399364653
1,4,15,0.711794218,0.733148045,0.77304411,0.81326167,0.68203081
1,4,16,0.711794218,0.654850681,0.649156327,0.685372417,0.722563949
1,4,17,0.82457483,0.849312075,0.862051756,0.862219145,0.824053268
1,4,18,0.82457483,0.750363095,0.811093032,0.811250525,0.743367945
1,4,19,0.854217687,0.914012925,0.884115306,0.813386082,0.89242599
1,4,20,0.854217687,0.888386394,0.801597877,0.771741261,0.828985805
1,4,21,0.87087585,0.818623299,0.929224532,0.916553288,0.963362974
1,4,22,0.87087585,0.914419643,0.919427179,0.973700162,1.011566279
1,4,23,0.876071429,0.902353572,0.94256525,0.83443701,0.942188224
1,4,24,0.876071429,0.788464286,0.898849286,0.837372434,0.87569504
1,4,25,0.872219388,0.837330612,0.9060615,0.915464025,0.829802749
1,4,26,0.872219388,0.793719643,0.774661649,0.789127553,0.807432058
1,4,27,0.86454932,0.855903827,0.920442434,0.809874645,0.888573333
1,4,28,0.86454932,0.951004252,0.898699018,0.841418303,0.880028546
1,4,29,0.849285714,0.849285714,0.840792857,0.846454762,0.846454762
1,4,30,0.849285714,0.934214285,0.89175,0.96309,0.9459684
1,4,31,0.816113946,0.783469388,0.775797917,0.847219313,0.805650141
1,4,32,0.816113946,0.840597364,0.869773438,0.842161583,0.917956125
1,4,33,0.754668367,0.754668367,0.799948469,0.800552204,0.699713417
1,4,34,0.754668367,0.716934949,0.750517691,0.688857512,0.684079952
1,4,35,0.553222789,0.514497194,0.571230191,0.551779892,0.49839109
1,4,36,0.553222789,0.564287245,0.541992366,0.558699141,0.593368912
1,4,37,0.068912415,0.070979787,0.074842328,0.070146613,0.074069097
1,4,38,0.068912415,0.068223291,0.07473896,0.068506142,0.068693298
1,4,39,0.0,0.0,0.0,0.0,0.0
1,4,40,0.0,0.0,0.0,0.0,0.0
1,4,41,0.0,0.0,0.0,0.0,0.0
1,4,42,0.0,0.0,0.0,0.0,0.0
1,4,43,0.0,0.0,0.0,0.0,0.0
1,4,44,0.0,0.0,0.0,0.0,0.0
1,4,45,0.0,0.0,0.0,0.0,0.0
1,4,46,0.0,0.0,0.0,0.0,0.0
1,4,47,0.0,0.0,0.0,0.0,0.0
1,4,48,0.0,0.0,0.0,0.0,0.0
1,5,1,0.0,0.0,0.0,0.0,0.0
1,5,2,0.0,0.0,0.0,0.0,0.0
1,5,3,0.0,0.0,0.0,0.0,0.0
1,5,4,0.0,0.0,0.0,0.0,0.0
1,5,5,0.0,0.0,0.0,0.0,0.0
1,5,6,0.0,0.0,0.0,0.0,0.0
1,5,7,0.0,0.0,0.0,0.0,0.0
1,5,8,0.0,0.0,0.0,0.0,0.0
1,5,9,0.0,0.0,0.0,0.0,0.0
1,5,10,0.0,0.0,0.0,0.0,0.0
1,5,11,0.002628656,0.002392077,0.002284433,0.0022159,0.002427872
1,5,12,0.002628656,0.002760089,0.00253271,0.002534866,0.002770925
1,5,13,0.346164966,0.321933418,0.300644273,0.345518214,0.338422174
1,5,14,0.346164966,0.349626616,0.333979959,0.360420039,0.382302685
1,5,15,0.48087585,0.524154677,0.502515263,0.527641026,0.539324506
1,5,16,0.48087585,0.461640816,0.4241325,0.464660716,0.489875393
1,5,17,0.306267007,0.321580357,0.323341393,0.345598582,0.301503056
1,5,18,0.306267007,0.281765646,0.29695649,0.289096454,0.299391827
1,5,19,0.505501701,0.535831803,0.499840082,0.513724529,0.498312793
1,5,20,0.505501701,0.535831803,0.473806744,0.494945814,0.547748452
1,5,21,0.689736395,0.717325851,0.710566434,0.691758702,0.758534593
1,5,22,0.689736395,0.669044303,0.733741577,0.65565698,0.645822125
1,5,23,0.56457483,0.558929082,0.556134436,0.537484271,0.509938202
1,5,24,0.56457483,0.575866327,0.604433813,0.604889989,0.58744124
1,5,25,0.819889456,0.885480612,0.835631334,0.821590453,0.790209086
1,5,26,0.819889456,0.787093878,0.851701167,0.85234396,0.761536546
1,5,27,0.705867347,0.727043367,0.70212625,0.697445408,0.672714564
1,5,28,0.705867347,0.705867347,0.727043367,0.769960102,0.741728232
1,5,29,0.800756803,0.720681123,0.737897394,0.828422951,0.841414129
1,5,30,0.800756803,0.848802211,0.833027302,0.777877046,0.880325108
1,5,31,0.526122449,0.531383673,0.475877755,0.480460282,0.50849565
1,5,32,0.526122449,0.573473469,0.560793918,0.514720849,0.598155439
1,5,33,0.063994048,0.065913869,0.06300534,0.063018331,0.065902384
1,5,34,0.063994048,0.069753512,0.068879994,0.070919644,0.069070667
1,5,35,0.089430272,0.097478996,0.092520088,0.09407455,0.084972139
1,5,36,0.089430272,0.086747364,0.084565265,0.087783443,0.078418427
1,5,37,0.008077976,0.007997196,0.008760969,0.008527075,0.009174884
1,5,38,0.008077976,0.007350958,0.00810019,0.008470485,0.007919903
1,5,39,0.0,0.0,0.0,0.0,0.0
1,5,40,0.0,0.0,0.0,0.0,0.0
1,5,41,0.0,0.0,0.0,0.0,0.0
1,5,42,0.0,0.0,0.0,0.0,0.0
1,5,43,0.0,0.0,0.0,0.0,0.0
1,5,44,0.0,0.0,0.0,0.0,0.0
1,5,45,0.0,0.0,0.0,0.0,0.0
1,5,46,0.0,0.0,0.0,0.0,0.0
1,5,47,0.0,0.0,0.0,0.0,0.0
1,5,48,0.0,0.0,0.0,0.0,0.0
1,6,1,0.0,0.0,0.0,0.0,0.0
1,6,2,0.0,0.0,0.0,0.0,0.0
1,6,3,0.0,0.0,0.0,0.0,0.0
1,6,4,0.0,0.0,0.0,0.0,0.0
1,6,5,0.0,0.0,0.0,0.0,0.0
1,6,6,0.0,0.0,0.0,0.0,0.0
1,6,7,0.0,0.0,0.0,0.0,0.0
1,6,8,0.0,0.0,0.0,0.0,0.0
1,6,9,0.0,0.0,0.0,0.0,0.0
1,6,10,0.0,0.0,0.0,0.0,0.0
1,6,11,0.000964711,0.000974358,0.000911362,0.001026155,0.001046678
1,6,12,0.000964711,0.000916475,0.000865346,0.00086058,0.000901778
1,6,13,0.281139456,0.25302551,0.288449082,0.298883104,0.266355574
1,6,14,0.281139456,0.300819218,0.299708717,0.267439109,0.295894924
1,6,15,0.504659864,0.454193878,0.522575289,0.493809677,0.454304903
1,6,16,0.504659864,0.474380272,0.479729667,0.525157129,0.540620089
1,6,17,0.733426871,0.660084184,0.759463525,0.688951866,0.73179606
1,6,18,0.733426871,0.748095408,0.666685026,0.665944265,0.710573271
1,6,19,0.752372449,0.752372449,0.774943622,0.721901365,0.742893497
1,6,20,0.752372449,0.677135204,0.74334398,0.717041039,0.657450583
1,6,21,0.465059524,0.469710119,0.481406366,0.47205867,0.462617496
1,6,22,0.465059524,0.474360714,0.465013018,0.43537431,0.413956702
1,6,23,0.442789116,0.42064966,0.436036582,0.407168946,0.435194297
1,6,24,0.442789116,0.451644898,0.451689177,0.426272344,0.412081962
1,6,25,0.470034014,0.488835375,0.503406429,0.516670789,0.524420851
1,6,26,0.470034014,0.479434694,0.52220779,0.505275598,0.479410883
1,6,27,0.464889456,0.492782823,0.469259417,0.504182533,0.487606343
1,6,28,0.464889456,0.469538351,0.471886042,0.492209847,0.503108779
1,6,29,0.377636054,0.354977891,0.344328554,0.333852175,0.324482775
1,6,30,0.377636054,0.396517857,0.359981568,0.393166966,0.34364305
1,6,31,0.431215986,0.401030867,0.395317255,0.384636754,0.362745194
1,6,32,0.431215986,0.422591666,0.426903826,0.409827673,0.409955744
1,6,33,0.078012755,0.072551862,0.082057716,0.084519448,0.086421135
1,6,34,0.078012755,0.078792883,0.080754903,0.083938058,0.073944678
1,6,35,0.172168367,0.160116581,0.151189651,0.1611582,0.175662438
1,6,36,0.172168367,0.18766352,0.174518465,0.160305106,0.163244033
1,6,37,0.070790816,0.071498724,0.064030293,0.063959148,0.067569745
1,6,38,0.070790816,0.074330357,0.074737404,0.075484778,0.072359122
1,6,39,0.0,0.0,0.0,0.0,0.0
1,6,40,0.0,0.0,0.0,0.0,0.0
1,6,41,0.0,0.0,0.0,0.0,0.0
1,6,42,0.0,0.0,0.0,0.0,0.0
1,6,43,0.0,0.0,0.0,0.0,0.0
1,6,44,0.0,0.0,0.0,0.0,0.0
1,6,45,0.0,0.0,0.0,0.0,0.0
1,6,46,0.0,0.0,0.0,0.0,0.0
1,6,47,0.0,0.0,0.0,0.0,0.0
1,6,48,0.0,0.0,0.0,0.0,0.0
1,7,1,0.0,0.0,0.0,0.0,0.0
1,7,2,0.0,0.0,0.0,0.0,0.0
1,7,3,0.0,0.0,0.0,0.0,0.0
1,7,4,0.0,0.0,0.0,0.0,0.0
1,7,5,0.0,0.0,0.0,0.0,0.0
1,7,6,0.0,0.0,0.0,0.0,0.0
1,7,7,0.0,0.0,0.0,0.0,0.0
1,7,8,0.0,0.0,0.0,0.0,0.0
1,7,9,0.0,0.0,0.0,0.0,0.0
1,7,10,0.0,0.0,0.0,0.0,0.0
1,7,11,0.0,0.0,0.0,0.0,0.0
1,7,12,0.0,0.0,0.0,0.0,0.0
1,7,13,0.185935374,0.197091496,0.174277226,0.180194991,0.18621852
1,7,14,0.185935374,0.200810204,0.181770422,0.174344907,0.169000856
1,7,15,0.404566327,0.364109694,0.34590421,0.378957279,0.406988971
1,7,16,0.404566327,0.388383674,0.3568275,0.34493325,0.392361572
1,7,17,0.818290816,0.785559183,0.801925,0.866079,0.842502405
1,7,18,0.818290816,0.867388265,0.792269168,0.751644302,0.88006397
1,7,19,0.848401361,0.839917347,0.844159354,0.827276167,0.898734256
1,7,20,0.848401361,0.780529252,0.798176,0.744312695,0.729426441
1,7,21,0.861284014,0.921573895,0.936000402,0.924411826,0.992791112
1,7,22,0.861284014,0.947412415,0.913391697,0.8710682,0.934220645
1,7,23,0.813911565,0.830189796,0.79738916,0.878936588,0.788601438
1,7,24,0.813911565,0.756937755,0.85611288,0.784717778,0.851095194
1,7,25,0.801947279,0.809966752,0.870433577,0.81917471,0.874903414
1,7,26,0.801947279,0.761849915,0.750622653,0.732899618,0.700883477
1,7,27,0.819583333,0.852366666,0.81089575,0.76140603,0.754288539
1,7,28,0.819583333,0.868758333,0.886379375,0.86682275,0.937820683
1,7,29,0.803928571,0.771771428,0.709065,0.79966775,0.786530351
1,7,30,0.803928571,0.803928571,0.755692857,0.724822,0.78753486
1,7,31,0.795748299,0.763918367,0.79543,0.722229644,0.761638262
1,7,32,0.795748299,0.787790816,0.815522644,0.751706018,0.716799669
1,7,33,0.610756803,0.647402211,0.629079507,0.660533482,0.687898441
1,7,34,0.610756803,0.586326531,0.544672917,0.580585417,0.545750292
1,7,35,0.029928571,0.030826428,0.029466175,0.027968564,0.030433857
1,7,36,0.029928571,0.029928571,0.030826428,0.033250642,0.028195033
1,7,37,0.025889456,0.025630561,0.024987208,0.024482312,0.026004806
1,7,38,0.025889456,0.026925034,0.026143173,0.023950491,0.023154335
1,7,39,0.0,0.0,0.0,0.0,0.0
1,7,40,0.0,0.0,0.0,0.0,0.0
1,7,41,0.0,0.0,0.0,0.0,0.0
1,7,42,0.0,0.0,0.0,0.0,0.0
1,7,43,0.0,0.0,0.0,0.0,0.0
1,7,44,0.0,0.0,0.0,0.0,0.0
1,7,45,0.0,0.0,0.0,0.0,0.0
1,7,46,0.0,0.0,0.0,0.0,0.0
1,7,47,0.0,0.0,0.0,0.0,0.0
1,7,48,0.0,0.0,0.0,0.0,0.0
1,8,1,0.0,0.0,0.0,0.0,0.0
1,8,2,0.0,0.0,0.0,0.0,0.0
1,8,3,0.0,0.0,0.0,0.0,0.0
1,8,4,0.0,0.0,0.0,0.0,0.0
1,8,5,0.0,0.0,0.0,0.0,0.0
1,8,6,0.0,0.0,0.0,0.0,0.0
1,8,7,0.0,0.0,0.0,0.0,0.0
1,8,8,0.0,0.0,0.0,0.0,0.0
1,8,9,0.0,0.0,0.0,0.0,0.0
1,8,10,0.0,0.0,0.0,0.0,0.0
1,8,11,0.0,0.0,0.0,0.0,0.0
1,8,12,0.0,0.0,0.0,0.0,0.0
1,8,13,0.319855442,0.319855442,0.287869898,0.337021017,0.335119477
1,8,14,0.319855442,0.300664115,0.300951985,0.294870894,0.288881329
1,8,15,0.674982993,0.728981632,0.645823728,0.642267017,0.619172735
1,8,16,0.674982993,0.674982993,0.701982313,0.711342077,0.704639046
1,8,17,0.717602041,0.69607398,0.68563287,0.64378806,0.651485526
1,8,18,0.717602041,0.775010204,0.761232245,0.736255867,0.67277258
1,8,19,0.839923469,0.839923469,0.848322704,0.800587053,0.865476741
1,8,20,0.839923469,0.781128826,0.875368239,0.848782982,0.903204949
1,8,21,0.855816327,0.86437449,0.808489684,0.834464565,0.832378404
1,8,22,0.855816327,0.8387,0.88114849,0.772699445,0.828720155
1,8,23,0.86244898,0.931444898,0.843130123,0.81747744,0.941351643
1,8,24,0.86244898,0.802077551,0.78232747,0.75852474,0.785317792
1,8,25,0.85125,0.766125,0.841035,0.8686382,0.765221086
1,8,26,0.85125,0.7746375,0.788555438,0.748477311,0.830266565
1,8,27,0.843163265,0.919047959,0.925160893,0.931622334,0.850463696
1,8,28,0.843163265,0.885321428,0.907454464,0.878646386,0.808354675
1,8,29,0.809413265,0.752754336,0.835759667,0.871246907,0.760082996
1,8,30,0.809413265,0.817507398,0.732114298,0.794208437,0.780427741
1,8,31,0.794668367,0.850295153,0.896505118,0.881042461,0.778621275
1,8,32,0.794668367,0.786721683,0.751160274,0.855268452,0.868680617
1,8,33,0.720076531,0.698474235,0.638347845,0.678776542,0.752310667
1,8,34,0.720076531,0.698474235,0.744739152,0.656197942,0.775359162
1,8,35,0.472168367,0.519385204,0.475945714,0.440249785,0.453090404
1,8,36,0.472168367,0.491055102,0.481611734,0.433450561,0.432005726
1,8,37,0.046805272,0.044933061,0.048162625,0.043835634,0.04363744
1,8,38,0.046805272,0.046805272,0.04820943,0.051055191,0.043396912
1,8,39,0.0,0.0,0.0,0.0,0.0
1,8,40,0.0,0.0,0.0,0.0,0.0
1,8,41,0.0,0.0,0.0,0.0,0.0
1,8,42,0.0,0.0,0.0,0.0,0.0
1,8,43,0.0,0.0,0.0,0.0,0.0
1,8,44,0.0,0.0,0.0,0.0,0.0
1,8,45,0.0,0.0,0.0,0.0,0.0
1,8,46,0.0,0.0,0.0,0.0,0.0
1,8,47,0.0,0.0,0.0,0.0,0.0
1,8,48,0.0,0.0,0.0,0.0,0.0
1,9,1,0.0,0.0,0.0,0.0,0.0
1,9,2,0.0,0.0,0.0,0.0,0.0
1,9,3,0.0,0.0,0.0,0.0,0.0
1,9,4,0.0,0.0,0.0,0.0,0.0
1,9,5,0.0,0.0,0.0,0.0,0.0
1,9,6,0.0,0.0,0.0,0.0,0.0
1,9,7,0.0,0.0,0.0,0.0,0.0
1,9,8,0.0,0.0,0.0,0.0,0.0
1,9,9,0.0,0.0,0.0,0.0,0.0
1,9,10,0.0,0.0,0.0,0.0,0.0
1,9,11,0.0,0.0,0.0,0.0,0.0
1,9,12,0.0,0.0,0.0,0.0,0.0
1,9,13,0.311760204,0.33670102,0.333957531,0.324198189,0.326654236
1,9,14,0.311760204,0.302407398,0.279446259,0.294892574,0.276327746
1,9,15,0.677695578,0.725134268,0.736485669,0.755891482,0.788943907
1,9,16,0.677695578,0.677695578,0.643810799,0.719712704,0.672931378
1,9,17,0.699379252,0.636435119,0.707981617,0.681265329,0.742579209
1,9,18,0.699379252,0.769317177,0.704974286,0.702820198,0.747887637
1,9,19,0.740697279,0.799953061,0.801138177,0.780596172,0.811820019
1,9,20,0.740697279,0.718476361,0.671219874,0.752739042,0.713575307
1,9,21,0.843596939,0.843596939,0.767673214,0.769191689,0.878556018
1,9,22,0.843596939,0.852032908,0.89020567,0.861945172,0.792989559
1,9,23,0.851870748,0.851870748,0.775202381,0.768472602,0.836209743
1,9,24,0.851870748,0.937057823,0.885519643,0.820164119,0.847443491
1,9,25,0.846147959,0.930762755,0.915109018,0.843499516,0.901557408
1,9,26,0.846147959,0.769994643,0.864636292,0.752502931,0.872986093
1,9,27,0.829583333,0.8212875,0.742891875,0.805900111,0.743921605
1,9,28,0.829583333,0.8212875,0.784163646,0.754860688,0.853296957
1,9,29,0.822568027,0.839019388,0.913873078,0.909996041,0.78422772
1,9,30,0.822568027,0.822568027,0.773213945,0.854483666,0.859118837
1,9,31,0.756717687,0.817255102,0.771246667,0.734835429,0.847015093
1,9,32,0.756717687,0.809687925,0.853691059,0.80669889,0.847033835
1,9,33,0.68172619,0.647639881,0.658036205,0.662467425,0.708840145
1,9,34,0.68172619,0.674908928,0.705450261,0.701109029,0.683890616
1,9,35,0.048542517,0.052425918,0.045435796,0.047337368,0.05327894
1,9,36,0.048542517,0.045144541,0.049185705,0.048576739,0.050734118
1,9,37,0.052436224,0.048241326,0.048325224,0.048177564,0.047816232
1,9,38,0.052436224,0.050338775,0.054470749,0.056608469,0.048117199
1,9,39,0.0,0.0,0.0,0.0,0.0
1,9,40,0.0,0.0,0.0,0.0,0.0
1,9,41,0.0,0.0,0.0,0.0,0.0
1,9,42,0.0,0.0,0.0,0.0,0.0
1,9,43,0.0,0.0,0.0,0.0,0.0
1,9,44,0.0,0.0,0.0,0.0,0.0
1,9,45,0.0,0.0,0.0,0.0,0.0
1,9,46,0.0,0.0,0.0,0.0,0.0
1,9,47,0.0,0.0,0.0,0.0,0.0
1,9,48,0.0,0.0,0.0,0.0,0.0
1,10,1,0.0,0.0,0.0,0.0,0.0
1,10,2,0.0,0.0,0.0,0.0,0.0
1,10,3,0.0,0.0,0.0,0.0,0.0
1,10,4,0.0,0.0,0.0,0.0,0.0
1,10,5,0.0,0.0,0.0,0.0,0.0
1,10,6,0.0,0.0,0.0,0.0,0.0
1,10,7,0.0,0.0,0.0,0.0,0.0
1,10,8,0.0,0.0,0.0,0.0,0.0
1,10,9,0.0,0.0,0.0,0.0,0.0
1,10,10,0.0,0.0,0.0,0.0,0.0
1,10,11,0.0,0.0,0.0,0.0,0.0
1,10,12,0.0,0.0,0.0,0.0,0.0
1,10,13,0.181794218,0.198155698,0.184275709,0.174909944,0.182936053
